row ID;row m/z;row retention time;250924_EI_QC_1_nr8.mzML Peak area;250924_EI_QC_2_nr8.mzML Peak area;250924_EI_QC_3_nr8.mzML Peak area;250924_EI_QC_4_nr8.mzML Peak area;250924_EI_QC_5_nr8.mzML Peak area;250924_EI_sample_10_nr8.mzML Peak area;250924_EI_sample_11_nr8.mzML Peak area;250924_EI_sample_12_nr8.mzML Peak area;250924_EI_sample_13_nr8.mzML Peak area;250924_EI_sample_14_nr8.mzML Peak area;250924_EI_sample_15_nr8.mzML Peak area;250924_EI_sample_16_nr8.mzML Peak area;250924_EI_sample_17_nr8.mzML Peak area;250924_EI_sample_18_nr8.mzML Peak area;250924_EI_sample_19_nr8.mzML Peak area;250924_EI_sample_1_nr8.mzML Peak area;250924_EI_sample_20_nr8.mzML Peak area;250924_EI_sample_21_nr8.mzML Peak area;250924_EI_sample_22_nr8.mzML Peak area;250924_EI_sample_23_nr8.mzML Peak area;250924_EI_sample_24_nr8.mzML Peak area;250924_EI_sample_25_nr8.mzML Peak area;250924_EI_sample_26_nr8.mzML Peak area;250924_EI_sample_27_nr8.mzML Peak area;250924_EI_sample_28_nr8.mzML Peak area;250924_EI_sample_29_nr8.mzML Peak area;250924_EI_sample_2_nr8.mzML Peak area;250924_EI_sample_30_nr8.mzML Peak area;250924_EI_sample_31_nr8.mzML Peak area;250924_EI_sample_32_nr8.mzML Peak area;250924_EI_sample_33_nr8.mzML Peak area;250924_EI_sample_34_nr8.mzML Peak area;250924_EI_sample_35_nr8.mzML Peak area;250924_EI_sample_36_nr8.mzML Peak area;250924_EI_sample_37_nr8.mzML Peak area;250924_EI_sample_38_nr8.mzML Peak area;250924_EI_sample_39_nr8.mzML Peak area;250924_EI_sample_3_nr8.mzML Peak area;250924_EI_sample_40_nr8.mzML Peak area;250924_EI_sample_41_nr8.mzML Peak area;250924_EI_sample_42_nr8.mzML Peak area;250924_EI_sample_43_nr8.mzML Peak area;250924_EI_sample_44_nr8.mzML Peak area;250924_EI_sample_45_nr8.mzML Peak area;250924_EI_sample_46_nr8.mzML Peak area;250924_EI_sample_47_nr8.mzML Peak area;250924_EI_sample_48_nr8.mzML Peak area;250924_EI_sample_4_nr8.mzML Peak area;250924_EI_sample_5_nr8.mzML Peak area;250924_EI_sample_6_nr8.mzML Peak area;250924_EI_sample_7_nr8.mzML Peak area;250924_EI_sample_8_nr8.mzML Peak area;250924_EI_sample_9_nr8.mzML Peak area;250924_EI_sample_PF_10_1_nr8.mzML Peak area;250924_EI_sample_PF_10_2_nr8.mzML Peak area;250924_EI_sample_PF_12_1_nr8.mzML Peak area;250924_EI_sample_PF_12_2_nr8.mzML Peak area;250924_EI_sample_PF_1_1_nr8.mzML Peak area;250924_EI_sample_PF_1_2_nr8.mzML Peak area;250924_EI_sample_PF_2_1_nr8.mzML Peak area;250924_EI_sample_PF_2_2_nr8.mzML Peak area;250924_EI_sample_PF_3_1_nr8.mzML Peak area;250924_EI_sample_PF_3_2_nr8.mzML Peak area;250924_EI_sample_PF_4_1_nr8.mzML Peak area;250924_EI_sample_PF_4_2_nr8.mzML Peak area;250924_EI_sample_PF_5_1_nr8.mzML Peak area;250924_EI_sample_PF_5_2_nr8.mzML Peak area;250924_EI_sample_PF_6_1_nr8.mzML Peak area;250924_EI_sample_PF_6_2_nr8.mzML Peak area;250924_EI_sample_PF_7_1_nr8.mzML Peak area;250924_EI_sample_PF_7_2_nr8.mzML Peak area;250924_EI_sample_PF_8_1_nr8.mzML Peak area;250924_EI_sample_PF_8_2_nr8.mzML Peak area;250924_EI_sample_PF_9_1_nr8.mzML Peak area;250924_EI_sample_PF_9_2_nr8.mzML Peak area
584;787.0995497553365;2.063433;8513.249;8029.5205;7774.7397;7348.2964;6719.815;7284.0674;11949.262;8282.201;11375.084;4130.9067;6314.1455;8588.016;6751.703;9010.587;5091.185;4213.053;5247.808;4560.697;6366.708;9134.563;12239.652;7884.0757;9384.888;8025.361;10516.276;6613.406;4148.2324;8164.186;8245.218;10447.851;11960.579;8540.168;10138.661;9533.683;9413.678;11690.123;9264.974;6963.0186;8094.473;7246.591;6267.1123;4066.6157;7420.068;6331.3877;6624.754;6163.67;6191.817;15015.303;7045.056;5272.093;7278.9575;5995.4487;4750.8125;4006.886;6406.595;3940.8137;7512.4653;3805.7893;6149.2026;4609.53;6662.4976;6899.506;7212.2466;10657.117;7191.2905;10535.14;10609.827;8044.565;4124.678;7862.716;5377.5737;10695.154;4871.9097;8983.156;7762.3604
588;467.0826676393024;2.0645661;5471.736;5768.67;5680.073;5614.372;5671.683;4642.217;8904.373;6315.5894;7582.859;3019.0823;4030.4329;5357.135;4871.44;5598.364;4223.4707;2801.8613;3950.5364;3509.5017;4652.692;6797.712;9377.532;6026.824;6290.2124;6919.904;7528.816;5199.091;2864.563;6446.4814;6579.7915;8449.989;9299.194;7019.11;7484.1665;8549.003;7226.89;8491.33;7270.444;5009.831;6630.689;6163.157;5178.9805;3312.9119;6111.6025;5253.2637;5450.9077;5263.867;5467.7363;10352.512;5014.684;3489.3396;4676.601;3968.204;3302.677;3360.4397;5817.302;3732.1055;5580.619;3139.884;4835.0635;3880.756;4949.8613;5764.9224;5294.0044;8249.764;5488.464;7524.0747;7472.046;6852.8315;3087.6096;5771.7227;4389.911;8084.8057;4046.0417;7118.5093;6440.0957
589;769.0885979390064;2.0645611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1939.8622;0;0;0;0;0;0;2719.035;0;0;2251.7031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
592;881.0378698219279;2.0650804;1121.982;925.6739;806.0258;753.51874;673.7387;913.0013;1347.5178;1013.3088;1469.0247;0;795.1628;988.52484;816.4162;1085.3948;605.528;0;594.9964;0;764.99664;1028.6426;1346.5773;890.4696;1096.1412;949.7178;1092.5323;724.3869;602.439;887.8724;934.7921;1183.7771;1216.0011;990.1283;1100.4332;1017.05273;1065.3516;1191.6473;964.54865;878.6312;960.37415;895.08405;830.9483;543.4684;973.52026;0;823.9159;0;703.6187;1791.3341;0;736.98425;947.0523;582.53827;0;0;700.1829;0;0;0;716.303;0;749.86664;751.25665;809.59094;1121.1041;871.2266;1131.0619;1097.5964;901.7765;0;839.8987;0;1145.1222;567.18854;827.86145;860.1141
594;153.0182246963997;2.0653305;0;0;0;0;0;0;0;0;4631.4336;0;0;0;2907.295;0;0;0;0;0;0;3971.962;8074.0854;3381.0867;0;0;0;0;0;0;0;4669.1743;0;4142.245;4357.874;0;0;0;0;2996.221;0;0;3185.6233;0;3629.8806;3165.038;3293.055;0;0;0;0;0;2883.5955;2319.7607;0;0;0;0;3246.7124;0;0;0;0;0;0;6091.016;0;0;4264.334;3944.019;0;3451.3696;0;4729.4844;0;4036.8518;3726.6438
606;209.15373326643072;2.071381;7717.422;7846.845;7446.7837;7682.6577;7825.8145;6753.508;344.00934;0;2276.8977;14521.169;6203.532;7209.4614;4956.938;7355.8706;6333.0615;14889.739;7229.491;9947.913;5854.415;1739.5282;745.2648;2883.3293;3432.1233;2458.4905;2797.814;6918.164;8201.152;3074.1785;2036.6068;1740.8022;1663.9628;2862.9734;3187.6797;1987.8553;2870.3845;3570.7368;3393.0244;8922.02;3221.5461;2096.2244;2931.6484;4040.85;1473.0793;2543.7224;2747.872;2953.3916;4898.581;1321.3025;15514.129;6210.75;5297.413;18250.395;7076.9253;6844.2964;2402.1558;12085.47;12725.517;9438.497;5070.2036;5214.9487;5991.6685;3766.8362;6053.9604;2730.548;2764.4038;2419.478;3148.658;1921.2275;6554.022;4753.4253;5507.746;2965.58;5681.082;4366.467;2602.3257
609;191.14321866199828;2.0716336;0;1349.4688;1324.028;1342.1171;1393.9471;1177.9908;0;0;380.5205;2504.8843;1095.8524;1275.6951;843.30286;1266.9152;1050.5198;2565.9604;0;1816.1906;974.0168;0;0;487.73462;578.31836;389.1403;0;1172.2349;1464.514;497.60696;356.86392;273.12997;0;461.83966;522.41315;316.6872;495.73557;571.41034;545.47034;1553.8112;550.3175;346.9058;496.55063;724.8623;247.85323;409.4999;492.88165;491.43588;840.721;0;2663.2363;1095.789;956.72107;0;1271.7578;1231.7773;393.76917;2185.7463;2165.2957;1647.2239;880.68713;875.81036;1035.7604;629.1996;1056.0713;426.39084;477.49872;387.9997;462.23;0;1130.3906;840.9205;0;456.51205;0;728.5449;418.19327
620;596.1547342554426;2.0766444;163.64102;195.17651;0;200.41635;0;0;0;0;0;435.21808;0;0;350.1615;0;786.85974;229.08655;511.5446;552.1574;627.3077;0;358.50375;0;0;373.0196;290.83945;0;0;413.05576;0;0;304.78027;317.2647;279.13095;0;264.8978;0;492.13766;0;570.38464;303.3037;0;214.44832;266.12103;475.51062;438.6715;362.48605;323.54617;361.82568;0;0;0;0;0;0;559.408;0;0;260.10446;0;455.97977;0;652.0468;0;187.35611;0;0;0;490.02673;0;0;0;0;0;0;401.55432
622;305.06607477880294;2.0803974;0;0;0;0;0;0;0;0;0;0;534.6324;0;0;0;0;0;0;0;665.2615;0;0;0;0;1207.6316;0;949.45703;0;1124.782;0;0;0;0;0;0;1096.2474;0;0;720.8639;0;0;0;0;0;0;0;822.69867;0;0;0;0;0;0;0;682.7693;809.4111;0;0;0;0;0;606.62756;0;0;0;0;0;0;672.27325;0;0;0;0;0;0;0
630;597.1469644591;2.104768;559.20197;551.68134;534.08936;533.12146;536.6669;471.476;228.55402;261.89072;431.58023;721.8964;0;486.57037;0;515.09827;706.27704;538.6077;0;676.5134;605.9592;352.4222;0;437.1171;514.7551;639.50745;597.2891;526.1305;385.95117;633.7387;591.4317;634.1529;694.95026;565.5481;667.2273;506.40628;574.3079;684.4663;611.6183;587.1763;724.89185;0;563.2992;418.12006;568.7445;0;667.6003;507.066;665.82874;422.37665;0;337.3609;455.74014;525.3744;515.6169;596.6487;409.48676;766.7634;557.0743;472.3871;443.99667;529.6786;567.33545;0;0;582.90704;499.68362;611.55023;577.71375;484.07394;478.51483;443.04837;567.5769;509.07983;456.65088;466.75613;521.45703
633;579.150501340125;2.1217675;2363.7537;2321.4175;2448.1084;2205.4043;2305.3257;1772.2892;2328.283;958.1269;2450.3433;636.9855;2062.1113;2198.8413;2348.187;2318.4246;2551.477;1307.6593;1723.7644;1604.6951;2393.0017;1303.224;2714.9475;3326.9336;2608.4404;3430.2786;2763.4353;4171.491;1784.4564;3259.5974;3680.9976;3353.7014;2569.3782;3103.7183;2407.1204;4381.71;3441.8381;2533.387;3452.352;2692.679;2561.9397;2904.165;2390.414;2128.9082;2373.2126;2979.2979;2504.7185;2216.19;3415.7183;1096.3772;972.43585;2031.2781;1945.3007;0;1831.3365;2045.0684;1176.7485;2044.5784;1710.2727;2814.4836;2306.3748;3188.569;1765.1559;2243.586;1816.5582;2093.3137;2443.313;2513.4963;2094.1802;1545.555;1969.4648;2391.3943;2413.703;1805.7661;1955.6299;1862.3865;1831.9865
639;190.0500034218536;2.139803;1622.8491;2036.781;0;0;2133.607;1312.4929;1407.0591;981.5496;1682.0483;0;1323.0763;1084.3215;1426.691;772.8999;1305.6964;0;1137.2487;1058.1584;1004.219;1167.4117;1267.068;653.3682;0;0;0;0;610.9302;3880.323;0;726.8521;620.92926;690.9605;715.2729;0;786.7547;0;0;0;819.7742;601.42615;535.46967;0;700.6836;608.65656;577.1182;638.61554;650.8306;1639.1353;906.829;880.3214;1177.7944;887.2872;983.65094;1347.7993;7416.2793;4679.181;9958.552;0;1069.4954;915.8222;834.841;1522.9578;925.40466;861.6776;0;979.95776;992.6183;1090.728;598.0239;3093.404;1697.5283;17213.543;979.4933;1504.0371;1312.3212
645;867.2139257747062;2.1474946;0;997.1939;0;0;0;0;0;0;0;0;866.7011;0;744.1747;1030.6653;0;0;0;774.29913;978.2082;0;0;1159.8789;907.6263;1313.4545;0;1846.1766;1277.9486;1191.4105;0;1125.9817;0;1065.4171;683.25916;1499.0315;1210.815;0;1198.5168;1423.6823;849.46985;1109.8423;757.6914;0;808.51807;999.4376;756.3568;0;1056.0018;0;734.9568;1238.3197;0;0;1105.1243;760.86426;0;0;0;1068.8248;0;936.94226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
647;495.50713262132354;2.1485457;482.31516;510.2132;477.30606;504.01923;498.82733;499.53104;875.4979;826.1201;647.2925;397.0377;486.02774;386.0865;459.40375;678.9237;402.05984;283.46634;342.89963;408.2071;0;1043.4159;916.2502;554.6504;630.2927;541.3035;657.1286;437.61127;370.25244;0;580.95135;635.2662;596.6515;531.4991;644.40546;489.97937;563.904;705.8676;0;547.55164;523.3092;432.4882;420.94437;0;465.7967;377.41513;393.5539;429.9362;411.27084;913.53436;540.50977;434.47116;544.18774;492.32233;471.10303;348.31207;491.50467;335.51965;496.03638;0;475.24384;0;542.6283;478.71112;532.05945;631.3707;414.68668;571.8922;561.5746;0;403.67044;620.19806;449.3131;592.63464;449.92776;581.4413;469.18073
650;955.1057580507177;2.149757;844.5176;0;818.1262;0;0;0;1475.1976;1344.8842;1092.485;1021.6894;728.06696;0;684.6748;0;719.76874;474.04236;503.4284;766.445;687.52826;1568.7872;1377.5571;0;993.8662;705.4685;993.3409;0;562.6177;715.7074;831.7655;811.266;726.2045;739.1033;994.4691;574.2952;671.42615;951.82275;723.905;1194.8824;605.335;0;0;0;485.98856;390.7469;466.4549;478.4621;519.96985;1757.195;1361.4131;0;1019.80444;1301.4714;741.8929;0;635.7225;0;0;0;0;0;0;750.6495;0;905.922;0;721.0158;650.65546;407.59756;0;0;0;660.4547;0;0;550.94574
651;467.0824334885372;2.1498938;0;1221.528;0;1240.3275;0;0;0;1743.8119;0;950.56683;1097.3862;0;0;1549.3512;0;0;0;887.56964;0;2222.1584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1210.4991;0;0;0;0;0;0;0;0;0;0;1426.0289;0;1245.554;1336.1388;1032.8809;0;0;0;1333.863;0;0;0;1248.7972;0;0;0;0;0;0;0;0;1338.8066;1059.856;0;0;0;0
652;937.0953889272135;2.150029;1866.1543;1787.7495;1589.8298;1468.0686;1332.5579;1807.0746;2718.992;2609.5034;2041.2123;3570.988;1574.2556;1184.8468;1482.7704;1988.9072;1363.2557;1221.1418;1140.5996;1358.2836;1446.5541;3108.0215;2661.5579;1476.8517;1904.8087;1534.4912;1877.2682;1368.91;1306.6947;1357.1774;1635.104;1663.5844;1564.5261;1391.9861;1890.6276;1188.0199;1405.0669;1874.2532;1469.156;2129.7173;1167.0807;1036.8362;996.9194;826.1089;1032.0984;806.29346;949.0631;1033.3724;1059.4156;3330.084;2484.0845;1579.0277;1854.3088;2472.045;1649.8866;844.1831;1109.542;1049.724;1504.8998;0;1212.9924;1012.3941;1419.7117;1320.0017;1410.8247;1756.946;1006.9671;1400.7585;1434.4789;870.3875;932.7301;1479.9247;1207.7068;1391.4502;968.4047;1528.8715;1094.28
653;785.083295217075;2.1503859;361.38208;651.65753;0;573.37317;573.14105;674.6629;613.67084;534.15643;488.7922;606.62103;0;253.5994;327.10284;701.552;290.0462;448.95428;0;0;363.15833;1016.5841;599.4375;356.30432;443.68765;375.1584;471.98135;330.324;267.1694;347.07828;360.4305;423.38974;392.19714;348.9784;488.74042;311.97647;341.17773;445.8824;354.88107;757.5386;0;0;227.97336;220.18857;233.45804;0;0;239.59682;267.08374;722.75616;822.1165;331.04343;409.296;799.7675;0;0;0;0;389.45642;0;286.9759;227.70583;304.8507;310.6419;0;434.97836;255.37643;0;374.92587;220.81866;231.6438;377.20844;281.55444;345.54727;261.4026;370.86865;282.47647
661;163.03925455929422;2.162933;22889.578;23021.746;23332.977;22961.635;23800.05;25165.666;10054.6;12891.502;24190.656;24997.16;22015.383;21779.043;19090.494;24430.977;22305.668;21968.143;19875.002;18061.83;23530.516;11848.214;16652.758;16276.557;25914.816;15447.026;20344.715;18433.135;15375.148;17846.896;16210.506;14884.126;15262.997;17838.824;25760.281;11790.452;15203.193;21986.598;18373.645;18883.76;19069.654;14770.044;14085.981;14193.067;15320.137;13005.211;18119.738;19704.49;16709.81;23237.865;29234.512;16254.805;25044.574;35560.85;18855.062;20177.89;17247.996;25775.83;39517.03;17373.424;23453.889;15858.583;23294.463;20229.959;25438.479;20434.662;20428.037;22606.92;22033.082;18618.264;20524.975;22011.389;20691.629;25331.08;17400.465;19643.639;20576.855
663;355.1027896523547;2.163457;4236.7256;4058.9373;4283.7163;4087.7246;4102.9653;4470.0513;0;2289.101;4338.8755;4436.1577;3881.4517;3905.8533;3479.5217;4408.963;4073.07;4033.588;3496.2886;3263.6414;4225.5894;0;0;3023.2532;4683.8804;2912.4216;3633.0764;3394.241;2855.387;3184.4373;2906.235;2691.5671;2758.4016;3308.4866;4597.8853;2001.2759;2767.9211;4069.797;3291.6003;3371.7622;3435.5942;0;2560.6516;2591.513;2739.0889;2375.6428;3313.4285;3588.295;2774.6824;4173.798;5213.4478;3004.1743;4600.349;6136.029;3426.9656;3648.0293;3202.558;4660.475;6800.0605;3137.0256;4175.958;2857.301;0;3668.8835;4537.5664;3548.25;3806.6763;4027.0632;0;3294.6096;3637.2468;4090.134;3896.8655;4395.922;3069.2903;3574.348;3645.8447
679;343.9983218256978;2.200009;0;0;0;848.03784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;843.9211;0;0;0;990.0413;1015.00916;0;0;0;1016.893;0;967.2401;0;0;0;1041.8693;0;0;0;923.18823;0;1057.6737;0;986.99884;0;1010.67804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;976.5785;927.04803;0;0;0
681;385.02489373482587;2.2012167;3701.5193;3323.2188;0;3102.2234;3059.2644;0;2879.281;0;0;0;3478.2344;0;3306.0083;0;0;2196.3523;2634.5051;2513.3286;3238.6975;0;3211.3313;4146.657;0;4004.2896;0;3972.8413;3406.7668;3682.8276;3827.0046;3796.7134;3364.694;3544.4534;3607.9998;4261.023;4167.6543;0;3636.2107;3598.6738;3554.5278;4069.8147;3529.3772;3787.563;0;3861.0354;3860.3438;0;3955.7908;0;0;0;3133.0461;0;3267.8105;0;0;2649.468;0;2981.4614;3435.125;0;0;2690.8218;0;3124.458;3963.5596;0;3361.5986;2155.7654;0;3627.2527;3693.196;3581.4128;3191.9006;0;2929.0764
685;151.03889611181802;2.2033305;1984.5668;0;0;2028.2229;2084.333;1615.3956;1801.5559;0;2330.4712;0;0;2020.2264;1826.3539;2099.3396;0;1002.8374;1254.3944;1341.6891;1877.3629;0;0;0;2428.9993;2283.4202;2013.9727;2504.458;1736.4851;2214.6987;2625.5576;2217.8027;1988.6721;2286.6895;0;2573.6262;2601.884;0;0;0;0;2227.218;1846.4673;1801.9481;1936.6754;2118.087;2038.3751;1803.1979;2304.845;0;0;0;1755.0328;482.0221;1698.1705;1851.3347;0;1735.9823;1830.296;1746.0695;2075.085;0;0;1514.3048;1770.7905;1866.553;2522.1145;2403.934;2093.3958;1134.6116;0;0;2344.3977;2170.7507;1842.0585;1878.7452;0
687;139.03897267223905;2.2033932;25220.812;26544.352;26688.361;26413.688;27178.305;21101.893;23618.219;11133.658;30264.531;0;24967.59;28233.107;25559.326;26629.004;21026.238;13000.3955;17114.854;17476.424;23459.166;0;25630.541;33025.004;30505.803;30094.285;27843.05;33182.676;22939.738;30424.291;33582.996;29492.045;26814.672;29928.402;29630.145;34414.105;34866.617;26028.143;29651.525;26337.71;27298.389;28521.873;23533.453;23787.191;25353.812;26281.213;26981.926;22898.35;31321.455;14319.406;11632.171;25204.4;21829.883;6215.4834;21864.621;0;0;22511.795;22841.691;22987.76;26431.764;0;22230.41;20892.297;23619.863;25025.553;33603.56;32355.164;27554.346;14140.778;24129.666;28907.05;29537.55;29349.83;23158.707;24361.713;21394.863
688;291.08697179986194;2.2034028;73508.45;76708.21;75835.08;77450.695;76997.89;60283.805;68485.48;31702.205;86087.45;16368.266;70448.625;80085.08;69760.266;77937.19;59954.92;37217.97;48488.062;49981.723;69549.18;35114.28;72332.84;92431.13;88113.52;87880.945;80804.16;96236.71;63054.03;87813.4;96767.47;86589.055;71630.234;82592.87;82673.836;100542.26;103127.21;73750.79;85892.76;77490.83;75796.45;83737.4;66864.27;67696.15;71153.48;75399.164;77014.38;64893.703;90840.305;40897.008;33274.125;72790.2;63022.203;17240.16;62885.914;67445.68;38138.96;64331.004;64106.535;66037.76;76155.58;78759.94;62338.727;58425.773;66906.03;71374.13;95280.84;92340.19;79023.34;39585.55;68237.85;83745.4;85976.21;84123.07;66082.79;66377.02;60199.086
689;273.0763410384793;2.2035697;3911.2034;0;0;0;4261.693;3275.944;3707.8037;0;4664.2417;0;0;4357.656;4060.6748;4160.6284;0;2062.5454;2660.6318;2823.9946;0;0;0;0;4599.84;0;4222.296;5118.4985;0;4608.014;5120.4033;4601.6587;4107.431;0;0;5404.3525;5275.8643;4127.1953;0;0;0;0;3782.2644;3677.2214;4068.5535;4066.7627;0;3627.8655;4835.769;0;0;0;3512.066;0;3487.4001;0;0;0;0;3598.3655;0;0;0;3199.8586;3576.6729;4019.0662;0;4980.513;0;2183.6794;0;0;0;4487.981;3608.1465;3849.8147;0
691;123.0439738853649;2.2036583;11516.572;11721.677;11716.403;11761.053;12142.502;9401.424;10547.861;4975.7393;13599.388;0;11132.502;12222.316;11351.946;11753.472;9305.728;5707.9126;7486.873;7625.154;10534.802;0;11221.56;14707.315;13568.136;13231.714;12425.585;14980.658;9942.529;13504.546;14907.745;13228.947;12062.7705;13366.469;12877.467;15429.913;15532.796;11469.06;13166.187;11741.118;12205.501;12694.77;10585.309;10518.346;11249.367;11828.304;12049.372;10276.116;13839.613;0;5237.508;0;9683.334;2729.7659;9690.4375;0;0;9886.664;10109.249;10380.596;11941.08;0;9700.986;9222.579;10474.708;10902.339;14798.09;14634.995;12321.68;6387.7466;10724.691;12847.215;13276.595;12699.198;10563.629;10915.86;9350.779
692;165.05444557250547;2.2036593;7598.6333;7894.394;7739.877;7961.2305;8242.071;6472.4985;6789.5933;3355.0833;8783.772;2244.9387;7559.709;8203.725;7572.274;8034.483;6396.733;4100.162;5184.792;5308.6445;7039.0425;3647.614;7401.388;9821.093;9155.25;8924.609;8405.399;9981.715;6655.8164;9015.945;9678.387;8893.134;7937.0073;8956.95;8792.082;10200.978;10508.361;7985.272;8940.417;8065.5283;8174.3413;8391.028;7172.788;7064.53;7447.007;7940.6416;8088.361;6710.0244;9047.482;4541.0166;3974.6562;7778.923;6780.9263;2580.1777;6587.692;7262.487;4087.304;7060.3506;7042.6333;7011.851;8209.202;8067.5034;6891.522;6315.6055;7200.497;7660.6846;9899.438;9766.335;8314.571;4356.597;7249.725;8716.696;8841.91;8655.21;7142.0796;7346.664;6446.277
702;579.1503390376644;2.20809;1412.6217;1223.301;1229.2128;1217.2648;1154.5857;895.6134;1046.3494;293.0545;1501.8497;0;1223.9279;1353.8766;1420.6597;1336.8918;979.2752;476.4868;666.8872;655.25665;1078.9625;275.12106;1148.2413;1963.8839;1594.8428;1528.6923;1314.8503;1755.4401;1231.7279;1542.7612;1796.1434;1462.4081;1299.6863;1659.8184;1261.1774;1866.376;1878.1992;1278.9149;1454.16;1430.9774;1345.962;1397.9674;1122.2307;1232.4788;1223.6041;1282.7496;1352.2217;1009.2358;1618.6123;386.4451;437.40057;1305.7021;932.8508;341.37964;1142.0529;1038.6049;430.0064;830.4047;1098.2596;941.2164;1222.5394;1306.0088;974.7492;816.0704;904.1919;1044.5819;1760.9103;1601.9446;1227.0381;0;1080.2006;1406.9688;1449.1576;682.4102;1025.8895;1111.6069;843.5395
711;504.51235898252753;2.2193832;0;0;0;0;0;0;0;0;0;558.2108;0;0;0;0;0;0;0;0;0;847.8324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;843.8118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
713;785.0834809114393;2.2201746;0;602.0578;0;510.84354;453.7955;602.33777;0;1021.9154;762.3402;787.45056;576.0462;855.8293;480.83252;597.71326;0;0;0;445.91025;558.2484;1206.244;922.05;0;631.6767;488.69894;0;470.9288;377.78345;495.74924;536.0807;548.8461;632.63727;524.1985;702.9428;430.98364;487.0518;779.65857;512.9868;0;0;0;0;0;0;347.0549;443.5606;436.85168;0;1406.5562;904.39923;505.44174;630.09515;1033.0228;0;0;513.6672;376.70435;640.11084;0;435.2344;0;556.0711;563.34174;492.36157;662.9712;0;538.6417;654.22314;479.4958;355.33353;533.5847;424.35782;458.46683;0;558.5252;536.8248
714;955.1059936973351;2.2202506;763.3434;0;628.2927;0;0;0;1333.7751;1750.1758;802.05554;1304.27;747.24396;0;627.7202;0;529.52423;557.95337;556.60394;662.324;700.6108;1868.1658;1193.9197;0;721.2984;532.7375;766.17017;0;646.512;513.4154;556.0947;628.98114;653.72455;567.76086;800.6116;0;462.9557;888.4207;587.6666;812.7436;552.45734;0;0;0;408.02826;313.0278;422.52573;436.53452;381.4192;2179.0264;1472.2092;0;870.3892;1700.4998;679.9914;0;654.54443;0;0;0;0;0;0;591.1866;0;772.9945;0;491.7558;706.6199;511.28467;0;0;0;458.37314;0;0;583.22485
718;729.1455920461934;2.227336;0;505.8336;0;468.0109;0;419.4077;371.15958;0;492.07452;0;464.4296;0;482.55447;0;544.33057;0;0;0;533.72723;241.87901;0;0;431.58688;583.3551;442.5311;0;583.7915;568.50397;0;557.7178;458.18948;0;0;689.95795;676.7393;0;567.973;631.69635;0;0;0;458.9394;388.43784;562.14545;467.88818;0;591.7677;233.35768;299.09354;555.3252;0;0;512.86444;457.0465;244.75217;443.9838;441.4771;504.6819;383.24774;609.4749;0;0;0;0;441.16107;0;0;0;0;0;475.17575;336.5994;319.21042;324.56726;0
722;331.0451515610846;2.2392278;0;0;0;0;0;0;1638.6542;0;1055.2062;250.96957;0;0;0;0;0;0;0;0;0;0;1549.7778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;456.09064;0;0;0;0;1343.7711;0;0;952.2454;0;0;0;0;0;0;0;0;0;0;0;0;984.284;0;2037.3833;0;0;0;0;0;0;0;0;0
723;271.06052900004545;2.239469;0;0;0;0;0;0;3602.2866;0;2418.6948;0;0;0;0;0;0;0;0;0;0;0;3452.6694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2923.4866;0;0;2111.2283;0;0;0;0;0;0;0;0;0;0;0;0;2263.958;0;4317.5103;0;0;0;0;0;0;0;0;0
724;441.0823978988409;2.2400167;0;0;0;0;0;0;4065.3406;2336.376;2751.0098;0;0;0;0;0;0;0;0;0;0;0;3917.224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1199.1954;0;0;0;0;3272.5735;0;0;2364.6252;0;0;0;0;0;0;0;0;0;0;0;0;2537.5913;0;4928.694;0;0;0;0;0;0;0;0;0
